vintage,zone,target_year,mw_adj
2025 LF,DPL,2042,0
2025 LF,DPL,2043,0
2025 LF,DPL,2044,0
2025 LF,DPL,2045,0
2025 LF,JCPL,2025,0
2025 LF,JCPL,2026,0
2025 LF,JCPL,2027,0
2025 LF,JCPL,2028,0
2025 LF,JCPL,2029,0
2025 LF,JCPL,2030,0
2025 LF,JCPL,2031,0
2025 LF,JCPL,2032,0
2025 LF,JCPL,2033,0
2025 LF,JCPL,2034,0
2025 LF,JCPL,2035,0
2025 LF,JCPL,2036,0
2025 LF,JCPL,2037,0
2025 LF,JCPL,2038,0
2025 LF,JCPL,2039,0
2025 LF,JCPL,2040,0
2025 LF,JCPL,2041,0
2025 LF,JCPL,2042,0
2025 LF,JCPL,2043,0
2025 LF,JCPL,2044,0
2025 LF,JCPL,2045,0
2025 LF,METED,2025,0
2025 LF,METED,2026,0
2025 LF,METED,2027,0
2025 LF,METED,2028,0
2025 LF,METED,2029,0
2025 LF,METED,2030,0
2025 LF,METED,2031,0
2025 LF,METED,2032,0
2025 LF,METED,2033,0
2025 LF,METED,2034,0
2025 LF,METED,2035,0
2025 LF,METED,2036,0
2025 LF,METED,2037,0
2025 LF,METED,2038,0
2025 LF,METED,2039,0
2025 LF,METED,2040,0
2025 LF,METED,2041,0
2025 LF,METED,2042,0
2025 LF,METED,2043,0
2025 LF,METED,2044,0
2025 LF,METED,2045,0
2025 LF,PECO,2025,0
2025 LF,PECO,2026,18
2025 LF,PECO,2027,71
2025 LF,PECO,2028,125
2025 LF,PECO,2029,178
2025 LF,PECO,2030,232
2025 LF,PECO,2031,285
2025 LF,PECO,2032,338
2025 LF,PECO,2033,391
2025 LF,PECO,2034,427
2025 LF,PECO,2035,427
2025 LF,PECO,2036,427
2025 LF,PECO,2037,427
2025 LF,PECO,2038,427
2025 LF,PECO,2039,427
2025 LF,PECO,2040,427
2025 LF,PECO,2041,427
2025 LF,PECO,2042,427
2025 LF,PECO,2043,427
2025 LF,PECO,2044,428
2025 LF,PECO,2045,428
2025 LF,PENLC,2025,0
2025 LF,PENLC,2026,0
2025 LF,PENLC,2027,0
2025 LF,PENLC,2028,0
2025 LF,PENLC,2029,0
2025 LF,PENLC,2030,0
2025 LF,PENLC,2031,0
2025 LF,PENLC,2032,0
2025 LF,PENLC,2033,0
2025 LF,PENLC,2034,0
2025 LF,PENLC,2035,0
2025 LF,PENLC,2036,0
2025 LF,PENLC,2037,0
2025 LF,PENLC,2038,0
2025 LF,PENLC,2039,0
2025 LF,PENLC,2040,0
2025 LF,PENLC,2041,0
2025 LF,PENLC,2042,0
2025 LF,PENLC,2043,0
2025 LF,PENLC,2044,0
2025 LF,PENLC,2045,0
2025 LF,PEPCO,2025,0
2025 LF,PEPCO,2026,0
2025 LF,PEPCO,2027,0
2025 LF,PEPCO,2028,0
2025 LF,PEPCO,2029,0
2025 LF,PEPCO,2030,0
2025 LF,PEPCO,2031,0
2025 LF,PEPCO,2032,0
2025 LF,PEPCO,2033,0
2025 LF,PEPCO,2034,0
2025 LF,PEPCO,2035,0
2025 LF,PEPCO,2036,0
2025 LF,PEPCO,2037,0
2025 LF,PEPCO,2038,0
2025 LF,PEPCO,2039,0
2025 LF,PEPCO,2040,0
2025 LF,PEPCO,2041,0
2025 LF,PEPCO,2042,0
2025 LF,PEPCO,2043,0
2025 LF,PEPCO,2044,0
2025 LF,PEPCO,2045,0
2025 LF,PL,2025,93
2025 LF,PL,2026,484
2025 LF,PL,2027,1528
2025 LF,PL,2028,2753
2025 LF,PL,2029,3955
2025 LF,PL,2030,4650
2025 LF,PL,2031,5104
2025 LF,PL,2032,5328
2025 LF,PL,2033,5529
2025 LF,PL,2034,5529
2025 LF,PL,2035,5528
2025 LF,PL,2036,5526
2025 LF,PL,2037,5525
2025 LF,PL,2038,5525
2025 LF,PL,2039,5525
2025 LF,PL,2040,5526
2025 LF,PL,2041,5525
2025 LF,PL,2042,5525
2025 LF,PL,2043,5526
2025 LF,PL,2044,5527
2025 LF,PL,2045,5528
2025 LF,PS,2025,142
2025 LF,PS,2026,315
2025 LF,PS,2027,446
2025 LF,PS,2028,709
2025 LF,PS,2029,815
2025 LF,PS,2030,999
2025 LF,PS,2031,1071
2025 LF,PS,2032,1082
2025 LF,PS,2033,1116
2025 LF,PS,2034,1116
2025 LF,PS,2035,1125
2025 LF,PS,2036,1115
2025 LF,PS,2037,1133
2025 LF,PS,2038,1128
2025 LF,PS,2039,1125
2025 LF,PS,2040,1131
2025 LF,PS,2041,1139
2025 LF,PS,2042,1131
2025 LF,PS,2043,1138
2025 LF,PS,2044,1138
2025 LF,PS,2045,1128
2025 LF,RECO,2025,0
2025 LF,RECO,2026,0
2025 LF,RECO,2027,0
2025 LF,RECO,2028,0
2025 LF,RECO,2029,0
2025 LF,RECO,2030,0
2025 LF,RECO,2031,0
2025 LF,RECO,2032,0
2025 LF,RECO,2033,0
2025 LF,RECO,2034,0
2025 LF,RECO,2035,0
2025 LF,RECO,2036,0
2025 LF,RECO,2037,0
2025 LF,RECO,2038,0
2025 LF,RECO,2039,0
2025 LF,RECO,2040,0
2025 LF,RECO,2041,0
2025 LF,RECO,2042,0
2025 LF,RECO,2043,0
2025 LF,RECO,2044,0
2025 LF,RECO,2045,0
2025 LF,UGI,2025,0
2025 LF,UGI,2026,0
2025 LF,UGI,2027,0
2025 LF,UGI,2028,0
2025 LF,UGI,2029,0
2025 LF,UGI,2030,0
2025 LF,UGI,2031,0
2025 LF,UGI,2032,0
2025 LF,UGI,2033,0
2025 LF,UGI,2034,0
2025 LF,UGI,2035,0
2025 LF,UGI,2036,0
2025 LF,UGI,2037,0
2025 LF,UGI,2038,0
2025 LF,UGI,2039,0
2025 LF,UGI,2040,0
2025 LF,UGI,2041,0
2025 LF,UGI,2042,0
2025 LF,UGI,2043,0
2025 LF,UGI,2044,0
2025 LF,UGI,2045,0
2025 LF,AEP,2025,1412
2025 LF,AEP,2026,3621
2025 LF,AEP,2027,4818
2025 LF,AEP,2028,5866
2025 LF,AEP,2029,6980
2025 LF,AEP,2030,9990
2025 LF,AEP,2031,13903
2025 LF,AEP,2032,17708
2025 LF,AEP,2033,17790
2025 LF,AEP,2034,17790
2025 LF,AEP,2035,17788
2025 LF,AEP,2036,17766
2025 LF,AEP,2037,17786
2025 LF,AEP,2038,17785
2025 LF,AEP,2039,17790
2025 LF,AEP,2040,17803
2025 LF,AEP,2041,17779
2025 LF,AEP,2042,17795
2025 LF,AEP,2043,17806
2025 LF,AEP,2044,17797
2025 LF,AEP,2045,17791
2025 LF,APS,2025,8
2025 LF,APS,2026,170
2025 LF,APS,2027,412
2025 LF,APS,2028,649
2025 LF,APS,2029,998
2025 LF,APS,2030,1214
2025 LF,APS,2031,1490
2025 LF,APS,2032,1810
2025 LF,APS,2033,2027
2025 LF,APS,2034,2196
2025 LF,APS,2035,2239
2025 LF,APS,2036,2240
2025 LF,APS,2037,2240
2025 LF,APS,2038,2240
2025 LF,APS,2039,2240
2025 LF,APS,2040,2240
2025 LF,APS,2041,2240
2025 LF,APS,2042,2239
2025 LF,APS,2043,2240
2025 LF,APS,2044,2240
2025 LF,APS,2045,2240
2025 LF,ATSI,2025,56
2025 LF,ATSI,2026,161
2025 LF,ATSI,2027,307
2025 LF,ATSI,2028,506
2025 LF,ATSI,2029,859
2025 LF,ATSI,2030,1477
2025 LF,ATSI,2031,2060
2025 LF,ATSI,2032,2499
2025 LF,ATSI,2033,2722
2025 LF,ATSI,2034,2791
2025 LF,ATSI,2035,2792
2025 LF,ATSI,2036,2790
2025 LF,ATSI,2037,2790
2025 LF,ATSI,2038,2790
2025 LF,ATSI,2039,2790
2025 LF,ATSI,2040,2791
2025 LF,ATSI,2041,2791
2025 LF,ATSI,2042,2790
2025 LF,ATSI,2043,2791
2025 LF,ATSI,2044,2792
2025 LF,ATSI,2045,2793
2025 LF,COMED,2025,190
2025 LF,COMED,2026,555
2025 LF,COMED,2027,893
2025 LF,COMED,2028,1278
2025 LF,COMED,2029,1788
2025 LF,COMED,2030,2311
2025 LF,COMED,2031,2850
2025 LF,COMED,2032,3356
2025 LF,COMED,2033,3827
2025 LF,COMED,2034,4251
2025 LF,COMED,2035,4499
2025 LF,COMED,2036,4613
2025 LF,COMED,2037,4625
2025 LF,COMED,2038,4666
2025 LF,COMED,2039,4659
2025 LF,COMED,2040,4634
2025 LF,COMED,2041,4617
2025 LF,COMED,2042,4618
2025 LF,COMED,2043,4619
2025 LF,COMED,2044,4639
2025 LF,COMED,2045,4613
2025 LF,DAYTON,2025,0
2025 LF,DAYTON,2026,0
2025 LF,DAYTON,2027,297
2025 LF,DAYTON,2028,335
2025 LF,DAYTON,2029,335
2025 LF,DAYTON,2030,335
2025 LF,DAYTON,2031,334
2025 LF,DAYTON,2032,334
2025 LF,DAYTON,2033,334
2025 LF,DAYTON,2034,334
2025 LF,DAYTON,2035,334
2025 LF,DAYTON,2036,334
2025 LF,DAYTON,2037,334
2025 LF,DAYTON,2038,334
2025 LF,DAYTON,2039,334
2025 LF,DAYTON,2040,334
2025 LF,DAYTON,2041,334
2025 LF,DAYTON,2042,334
2025 LF,DAYTON,2043,334
2025 LF,DAYTON,2044,334
2025 LF,DAYTON,2045,334
2025 LF,DEOK,2025,0
2025 LF,DEOK,2026,0
2025 LF,DEOK,2027,1
2025 LF,DEOK,2028,42
2025 LF,DEOK,2029,198
2025 LF,DEOK,2030,241
2025 LF,DEOK,2031,242
2025 LF,DEOK,2032,242
2025 LF,DEOK,2033,242
2025 LF,DEOK,2034,242
2025 LF,DEOK,2035,243
2025 LF,DEOK,2036,243
2025 LF,DEOK,2037,243
2025 LF,DEOK,2038,243
2025 LF,DEOK,2039,242
2025 LF,DEOK,2040,243
2025 LF,DEOK,2041,243
2025 LF,DEOK,2042,243
2025 LF,DEOK,2043,243
2025 LF,DEOK,2044,242
2025 LF,DEOK,2045,242
2025 LF,DLCO,2025,0
2025 LF,DLCO,2026,0
2025 LF,DLCO,2027,0
2025 LF,DLCO,2028,0
2025 LF,DLCO,2029,0
2025 LF,DLCO,2030,0
2025 LF,DLCO,2031,0
2025 LF,DLCO,2032,0
2025 LF,DLCO,2033,0
2025 LF,DLCO,2034,0
2025 LF,DLCO,2035,0
2025 LF,DLCO,2036,0
2025 LF,DLCO,2037,0
2025 LF,DLCO,2038,0
2025 LF,DLCO,2039,0
2025 LF,DLCO,2040,0
2025 LF,DLCO,2041,0
2025 LF,DLCO,2042,0
2025 LF,DLCO,2043,0
2025 LF,DLCO,2044,0
2025 LF,DLCO,2045,0
2025 LF,EKPC,2025,-6
2025 LF,EKPC,2026,-6
2025 LF,EKPC,2027,-6
2025 LF,EKPC,2028,-6
2025 LF,EKPC,2029,-6
2025 LF,EKPC,2030,-6
2025 LF,EKPC,2031,-6
2025 LF,EKPC,2032,-6
2025 LF,EKPC,2033,-7
2025 LF,EKPC,2034,-6
2025 LF,EKPC,2035,-6
2025 LF,EKPC,2036,-6
2025 LF,EKPC,2037,-6
2025 LF,EKPC,2038,-6
2025 LF,EKPC,2039,-6
2025 LF,EKPC,2040,-6
2025 LF,EKPC,2041,-6
2025 LF,EKPC,2042,-6
2025 LF,EKPC,2043,-6
2025 LF,EKPC,2044,-6
2025 LF,EKPC,2045,-6
2025 LF,OVEC,2025,0
2025 LF,OVEC,2026,0
2025 LF,OVEC,2027,0
2025 LF,OVEC,2028,0
2025 LF,OVEC,2029,0
2025 LF,OVEC,2030,0
2025 LF,OVEC,2031,0
2025 LF,OVEC,2032,0
2025 LF,OVEC,2033,0
2025 LF,OVEC,2034,0
2025 LF,OVEC,2035,0
2025 LF,OVEC,2036,0
2025 LF,OVEC,2037,0
2025 LF,OVEC,2038,0
2025 LF,OVEC,2039,0
2025 LF,OVEC,2040,0
2025 LF,OVEC,2041,0
2025 LF,OVEC,2042,0
2025 LF,OVEC,2043,0
2025 LF,OVEC,2044,0
2025 LF,OVEC,2045,0
2025 LF,DOM,2025,1684
2025 LF,DOM,2026,3115
2025 LF,DOM,2027,4874
2025 LF,DOM,2028,7027
2025 LF,DOM,2029,9154
2025 LF,DOM,2030,11228
2025 LF,DOM,2031,13600
2025 LF,DOM,2032,15632
2025 LF,DOM,2033,17293
2025 LF,DOM,2034,18727
2025 LF,DOM,2035,19952
2025 LF,DOM,2036,21058
2025 LF,DOM,2037,21998
2025 LF,DOM,2038,22860
2025 LF,DOM,2039,23560
2025 LF,DOM,2040,24204
2025 LF,DOM,2041,24778
2025 LF,DOM,2042,25322
2025 LF,DOM,2043,25874
2025 LF,DOM,2044,26412
2025 LF,DOM,2045,26958
2025 LF,PJM RTO,2025,3591
2025 LF,PJM RTO,2026,8453
2025 LF,PJM RTO,2027,13668
2025 LF,PJM RTO,2028,19320
2025 LF,PJM RTO,2029,25334
2025 LF,PJM RTO,2030,32795
2025 LF,PJM RTO,2031,41101
2025 LF,PJM RTO,2032,48531
2025 LF,PJM RTO,2033,51509
2025 LF,PJM RTO,2034,53679
2025 LF,PJM RTO,2035,55239
2025 LF,PJM RTO,2036,56460
2025 LF,PJM RTO,2037,57450
2025 LF,PJM RTO,2038,58346
2025 LF,PJM RTO,2039,59040
2025 LF,PJM RTO,2040,59681
2025 LF,PJM RTO,2041,60221
2025 LF,PJM RTO,2042,60772
2025 LF,PJM RTO,2043,61346
2025 LF,PJM RTO,2044,61897
2025 LF,PJM RTO,2045,62403
2026 LF,AE,2026,0
2026 LF,AE,2027,0
2026 LF,AE,2028,0
2026 LF,AE,2029,0
2026 LF,AE,2030,0
2026 LF,AE,2031,0
2026 LF,AE,2032,0
2026 LF,AE,2033,0
2026 LF,AE,2034,0
2026 LF,AE,2035,0
2026 LF,AE,2036,0
2026 LF,AE,2037,0
2026 LF,AE,2038,0
2026 LF,AE,2039,0
2026 LF,AE,2040,0
2026 LF,AE,2041,0
2026 LF,AE,2042,0
2026 LF,AE,2043,0
2026 LF,AE,2044,0
2026 LF,AE,2045,0
2026 LF,AE,2046,0
2026 LF,BGE,2026,18
2026 LF,BGE,2027,25
2026 LF,BGE,2028,43
2026 LF,BGE,2029,110
2026 LF,BGE,2030,176
2026 LF,BGE,2031,243
2026 LF,BGE,2032,307
2026 LF,BGE,2033,355
2026 LF,BGE,2034,355
2026 LF,BGE,2035,355
2026 LF,BGE,2036,355
2026 LF,BGE,2037,354
2026 LF,BGE,2038,354
2026 LF,BGE,2039,354
2026 LF,BGE,2040,354
2026 LF,BGE,2041,354
2026 LF,BGE,2042,354
2026 LF,BGE,2043,354
2026 LF,BGE,2044,354
2026 LF,BGE,2045,354
2026 LF,BGE,2046,355
2026 LF,DPL,2026,0
2026 LF,DPL,2027,0
2026 LF,DPL,2028,0
2026 LF,DPL,2029,0
2026 LF,DPL,2030,0
2026 LF,DPL,2031,0
2026 LF,DPL,2032,0
2026 LF,DPL,2033,0
2026 LF,DPL,2034,0
2026 LF,DPL,2035,0
2026 LF,DPL,2036,0
2026 LF,DPL,2037,0
2026 LF,DPL,2038,0
2026 LF,DPL,2039,0
2026 LF,DPL,2040,0
2026 LF,DPL,2041,0
2026 LF,DPL,2042,0
2026 LF,DPL,2043,0
2026 LF,DPL,2044,0
2026 LF,DPL,2045,0
2026 LF,DPL,2046,0
2026 LF,JCPL,2026,0
2026 LF,JCPL,2027,0
2026 LF,JCPL,2028,0
2026 LF,JCPL,2029,1
2026 LF,JCPL,2030,77
2026 LF,JCPL,2031,80
2026 LF,JCPL,2032,112
2026 LF,JCPL,2033,193
2026 LF,JCPL,2034,245
2026 LF,JCPL,2035,245
2026 LF,JCPL,2036,245
2026 LF,JCPL,2037,245
2026 LF,JCPL,2038,245
2026 LF,JCPL,2039,245
2026 LF,JCPL,2040,245
2026 LF,JCPL,2041,245
2026 LF,JCPL,2042,245
2026 LF,JCPL,2043,245
2026 LF,JCPL,2044,245
2026 LF,JCPL,2045,245
2026 LF,JCPL,2046,245
2026 LF,METED,2026,0
2026 LF,METED,2027,0
2026 LF,METED,2028,0
2026 LF,METED,2029,10
2026 LF,METED,2030,75
2026 LF,METED,2031,75
2026 LF,METED,2032,126
2026 LF,METED,2033,187
2026 LF,METED,2034,234
2026 LF,METED,2035,234
2026 LF,METED,2036,233
2026 LF,METED,2037,233
2026 LF,METED,2038,233
2026 LF,METED,2039,233
2026 LF,METED,2040,234
2026 LF,METED,2041,233
2026 LF,METED,2042,233
2026 LF,METED,2043,234
2026 LF,METED,2044,234
2026 LF,METED,2045,234
2026 LF,METED,2046,234
2026 LF,PECO,2026,17
2026 LF,PECO,2027,88
2026 LF,PECO,2028,281
2026 LF,PECO,2029,517
2026 LF,PECO,2030,824
2026 LF,PECO,2031,1146
2026 LF,PECO,2032,1414
2026 LF,PECO,2033,1560
2026 LF,PECO,2034,1664
2026 LF,PECO,2035,1698
2026 LF,PECO,2036,1697
2026 LF,PECO,2037,1698
2026 LF,PECO,2038,1698
2026 LF,PECO,2039,1698
2026 LF,PECO,2040,1698
2026 LF,PECO,2041,1698
2026 LF,PECO,2042,1699
2026 LF,PECO,2043,1699
2026 LF,PECO,2044,1700
2026 LF,PECO,2045,1701
2026 LF,PECO,2046,1702
2026 LF,PENLC,2026,0
2026 LF,PENLC,2027,0
2026 LF,PENLC,2028,0
2026 LF,PENLC,2029,0
2026 LF,PENLC,2030,0
2026 LF,PENLC,2031,0
2026 LF,PENLC,2032,0
2026 LF,PENLC,2033,0
2026 LF,PENLC,2034,0
2026 LF,PENLC,2035,0
2026 LF,PENLC,2036,0
2026 LF,PENLC,2037,0
2026 LF,PENLC,2038,0
2026 LF,PENLC,2039,0
2026 LF,PENLC,2040,0
2026 LF,PENLC,2041,0
2026 LF,PENLC,2042,0
2026 LF,PENLC,2043,0
2026 LF,PENLC,2044,0
2026 LF,PENLC,2045,0
2026 LF,PENLC,2046,0
2026 LF,PEPCO,2026,0
2026 LF,PEPCO,2027,0
2026 LF,PEPCO,2028,0
2026 LF,PEPCO,2029,0
2026 LF,PEPCO,2030,142
2026 LF,PEPCO,2031,229
2026 LF,PEPCO,2032,437
2026 LF,PEPCO,2033,642
2026 LF,PEPCO,2034,799
2026 LF,PEPCO,2035,946
2026 LF,PEPCO,2036,1064
2026 LF,PEPCO,2037,1064
2026 LF,PEPCO,2038,1064
2026 LF,PEPCO,2039,1064
2026 LF,PEPCO,2040,1064
2026 LF,PEPCO,2041,1064
2026 LF,PEPCO,2042,1064
2026 LF,PEPCO,2043,1064
2026 LF,PEPCO,2044,1064
2026 LF,PEPCO,2045,1064
2026 LF,PEPCO,2046,1064
2026 LF,PL,2026,189
2026 LF,PL,2027,394
2026 LF,PL,2028,1274
2026 LF,PL,2029,1876
2026 LF,PL,2030,4996
2026 LF,PL,2031,5906
2026 LF,PL,2032,6241
2026 LF,PL,2033,6285
2026 LF,PL,2034,6284
2026 LF,PL,2035,6282
2026 LF,PL,2036,6279
2026 LF,PL,2037,6278
2026 LF,PL,2038,6279
2026 LF,PL,2039,6280
2026 LF,PL,2040,6281
2026 LF,PL,2041,6279
2026 LF,PL,2042,6279
2026 LF,PL,2043,6278
2026 LF,PL,2044,6281
2026 LF,PL,2045,6283
2026 LF,PL,2046,6284
2026 LF,PS,2026,72
2026 LF,PS,2027,144
2026 LF,PS,2028,392
2026 LF,PS,2029,702
2026 LF,PS,2030,1194
2026 LF,PS,2031,1686
2026 LF,PS,2032,2077
2026 LF,PS,2033,2339
2026 LF,PS,2034,2358
2026 LF,PS,2035,2363
2026 LF,PS,2036,2372
2026 LF,PS,2037,2389
2026 LF,PS,2038,2394
2026 LF,PS,2039,2400
2026 LF,PS,2040,2429
2026 LF,PS,2041,2431
2026 LF,PS,2042,2426
2026 LF,PS,2043,2431
2026 LF,PS,2044,2431
2026 LF,PS,2045,2454
2026 LF,PS,2046,2446
2026 LF,RECO,2026,0
2026 LF,RECO,2027,0
2026 LF,RECO,2028,0
2026 LF,RECO,2029,0
2026 LF,RECO,2030,0
2026 LF,RECO,2031,0
2026 LF,RECO,2032,0
2026 LF,RECO,2033,0
2026 LF,RECO,2034,0
2026 LF,RECO,2035,0
2026 LF,RECO,2036,0
2026 LF,RECO,2037,0
2026 LF,RECO,2038,0
2026 LF,RECO,2039,0
2026 LF,RECO,2040,0
2026 LF,RECO,2041,0
2026 LF,RECO,2042,0
2026 LF,RECO,2043,0
2026 LF,RECO,2044,0
2026 LF,RECO,2045,0
2026 LF,RECO,2046,0
2026 LF,UGI,2026,0
2026 LF,UGI,2027,0
2026 LF,UGI,2028,0
2026 LF,UGI,2029,0
2026 LF,UGI,2030,0
2026 LF,UGI,2031,0
2026 LF,UGI,2032,0
2026 LF,UGI,2033,0
2026 LF,UGI,2034,0
2026 LF,UGI,2035,0
2026 LF,UGI,2036,0
2026 LF,UGI,2037,0
2026 LF,UGI,2038,0
2026 LF,UGI,2039,0
2026 LF,UGI,2040,0
2026 LF,UGI,2041,0
2026 LF,UGI,2042,0
2026 LF,UGI,2043,0
2026 LF,UGI,2044,0
2026 LF,UGI,2045,0
2026 LF,UGI,2046,0
2026 LF,AEP,2026,1913
2026 LF,AEP,2027,3432
2026 LF,AEP,2028,4748
2026 LF,AEP,2029,6311
2026 LF,AEP,2030,7918
2026 LF,AEP,2031,9273
2026 LF,AEP,2032,10636
2026 LF,AEP,2033,12254
2026 LF,AEP,2034,13892
2026 LF,AEP,2035,15524
2026 LF,AEP,2036,17115
2026 LF,AEP,2037,19135
2026 LF,AEP,2038,20019
2026 LF,AEP,2039,19997
2026 LF,AEP,2040,20008
2026 LF,AEP,2041,19988
2026 LF,AEP,2042,20005
2026 LF,AEP,2043,19987
2026 LF,AEP,2044,19995
2026 LF,AEP,2045,19996
2026 LF,AEP,2046,20019
2026 LF,APS,2026,165
2026 LF,APS,2027,276
2026 LF,APS,2028,319
2026 LF,APS,2029,590
2026 LF,APS,2030,1213
2026 LF,APS,2031,1557
2026 LF,APS,2032,1929
2026 LF,APS,2033,2197
2026 LF,APS,2034,2610
2026 LF,APS,2035,2626
2026 LF,APS,2036,2624
2026 LF,APS,2037,2625
2026 LF,APS,2038,2624
2026 LF,APS,2039,2624
2026 LF,APS,2040,2624
2026 LF,APS,2041,2775
2026 LF,APS,2042,2775
2026 LF,APS,2043,2775
2026 LF,APS,2044,2776
2026 LF,APS,2045,2776
2026 LF,APS,2046,2776
2026 LF,ATSI,2026,132
2026 LF,ATSI,2027,165
2026 LF,ATSI,2028,299
2026 LF,ATSI,2029,431
2026 LF,ATSI,2030,1129
2026 LF,ATSI,2031,1302
2026 LF,ATSI,2032,1538
2026 LF,ATSI,2033,1823
2026 LF,ATSI,2034,2020
2026 LF,ATSI,2035,2169
2026 LF,ATSI,2036,2211
2026 LF,ATSI,2037,2210
2026 LF,ATSI,2038,2210
2026 LF,ATSI,2039,2209
2026 LF,ATSI,2040,2210
2026 LF,ATSI,2041,2209
2026 LF,ATSI,2042,2209
2026 LF,ATSI,2043,2209
2026 LF,ATSI,2044,2209
2026 LF,ATSI,2045,2210
2026 LF,ATSI,2046,2211
2026 LF,COMED,2026,478
2026 LF,COMED,2027,861
2026 LF,COMED,2028,1663
2026 LF,COMED,2029,3128
2026 LF,COMED,2030,4838
2026 LF,COMED,2031,6479
2026 LF,COMED,2032,8144
2026 LF,COMED,2033,9520
2026 LF,COMED,2034,10146
2026 LF,COMED,2035,10383
2026 LF,COMED,2036,10405
2026 LF,COMED,2037,10459
2026 LF,COMED,2038,10479
2026 LF,COMED,2039,10497
2026 LF,COMED,2040,10512
2026 LF,COMED,2041,10483
2026 LF,COMED,2042,10479
2026 LF,COMED,2043,10474
2026 LF,COMED,2044,10483
2026 LF,COMED,2045,10511
2026 LF,COMED,2046,10486
2026 LF,DAYTON,2026,0
2026 LF,DAYTON,2027,144
2026 LF,DAYTON,2028,277
2026 LF,DAYTON,2029,411
2026 LF,DAYTON,2030,954
2026 LF,DAYTON,2031,1392
2026 LF,DAYTON,2032,1821
2026 LF,DAYTON,2033,2144
2026 LF,DAYTON,2034,2242
2026 LF,DAYTON,2035,2242
2026 LF,DAYTON,2036,2241
2026 LF,DAYTON,2037,2241
2026 LF,DAYTON,2038,2241
2026 LF,DAYTON,2039,2241
2026 LF,DAYTON,2040,2241
2026 LF,DAYTON,2041,2241
2026 LF,DAYTON,2042,2241
2026 LF,DAYTON,2043,2241
2026 LF,DAYTON,2044,2242
2026 LF,DAYTON,2045,2243
2026 LF,DAYTON,2046,2244
2026 LF,DEOK,2026,0
2026 LF,DEOK,2027,0
2026 LF,DEOK,2028,0
2026 LF,DEOK,2029,0
2026 LF,DEOK,2030,0
2026 LF,DEOK,2031,0
2026 LF,DEOK,2032,0
2026 LF,DEOK,2033,0
2026 LF,DEOK,2034,0
2026 LF,DEOK,2035,0
2026 LF,DEOK,2036,0
2026 LF,DEOK,2037,0
2026 LF,DEOK,2038,0
2026 LF,DEOK,2039,0
2026 LF,DEOK,2040,0
2026 LF,DEOK,2041,0
2026 LF,DEOK,2042,0
2026 LF,DEOK,2043,0
2026 LF,DEOK,2044,0
2026 LF,DEOK,2045,0
2026 LF,DEOK,2046,0
2026 LF,DLCO,2026,0
2026 LF,DLCO,2027,0
2026 LF,DLCO,2028,0
2026 LF,DLCO,2029,0
2026 LF,DLCO,2030,46
2026 LF,DLCO,2031,75
2026 LF,DLCO,2032,87
2026 LF,DLCO,2033,87
2026 LF,DLCO,2034,87
2026 LF,DLCO,2035,87
2026 LF,DLCO,2036,87
2026 LF,DLCO,2037,87
2026 LF,DLCO,2038,87
2026 LF,DLCO,2039,87
2026 LF,DLCO,2040,87
2026 LF,DLCO,2041,87
2026 LF,DLCO,2042,87
2026 LF,DLCO,2043,87
2026 LF,DLCO,2044,87
2026 LF,DLCO,2045,87
2026 LF,DLCO,2046,87
2026 LF,EKPC,2026,-10
2026 LF,EKPC,2027,-10
2026 LF,EKPC,2028,-10
2026 LF,EKPC,2029,-10
2026 LF,EKPC,2030,-10
2026 LF,EKPC,2031,-10
2026 LF,EKPC,2032,-9
2026 LF,EKPC,2033,-9
2026 LF,EKPC,2034,-9
2026 LF,EKPC,2035,-9
2026 LF,EKPC,2036,-9
2026 LF,EKPC,2037,-9
2026 LF,EKPC,2038,-8
2026 LF,EKPC,2039,-8
2026 LF,EKPC,2040,-8
2026 LF,EKPC,2041,-8
2026 LF,EKPC,2042,-8
2026 LF,EKPC,2043,-8
2026 LF,EKPC,2044,-8
2026 LF,EKPC,2045,-8
2026 LF,EKPC,2046,-8
2026 LF,OVEC,2026,0
2026 LF,OVEC,2027,0
2026 LF,OVEC,2028,0
2026 LF,OVEC,2029,0
2026 LF,OVEC,2030,0
2026 LF,OVEC,2031,0
2026 LF,OVEC,2032,0
2026 LF,OVEC,2033,0
2026 LF,OVEC,2034,0
2026 LF,OVEC,2035,0
2026 LF,OVEC,2036,0
2026 LF,OVEC,2037,0
2026 LF,OVEC,2038,0
2026 LF,OVEC,2039,0
2026 LF,OVEC,2040,0
2026 LF,OVEC,2041,0
2026 LF,OVEC,2042,0
2026 LF,OVEC,2043,0
2026 LF,OVEC,2044,0
2026 LF,OVEC,2045,0
2026 LF,OVEC,2046,0
2026 LF,DOM,2026,3429
2026 LF,DOM,2027,5266
2026 LF,DOM,2028,6956
2026 LF,DOM,2029,8213
2026 LF,DOM,2030,10135
2026 LF,DOM,2031,12044
2026 LF,DOM,2032,13912
2026 LF,DOM,2033,15512
2026 LF,DOM,2034,16962
2026 LF,DOM,2035,18651
2026 LF,DOM,2036,20451
2026 LF,DOM,2037,22822
2026 LF,DOM,2038,24890
2026 LF,DOM,2039,26408
2026 LF,DOM,2040,27471
2026 LF,DOM,2041,28249
2026 LF,DOM,2042,29035
2026 LF,DOM,2043,29743
2026 LF,DOM,2044,30403
2026 LF,DOM,2045,30998
