date,ticker,factor_score
2018-04-30,NRG,0.0
2018-05-31,NRG,0.0
2018-06-29,VST,1.6302063744118451
2018-06-29,CNP,0.37646512613351746
2018-06-29,AEP,0.35230662080140257
2018-06-29,NRG,-0.49795035588739495
2018-06-29,FE,-0.7103838055729873
2018-06-29,D,-1.1506439598863827
2018-07-31,AEP,1.4556747794204652
2018-07-31,FE,0.9218595184590342
2018-07-31,CNP,0.5219736004330763
2018-07-31,NRG,0.23981797158656876
2018-07-31,D,-0.31965785087848764
2018-07-31,PPL,-0.4237855705954399
2018-07-31,VST,-0.6738633860380051
2018-07-31,EXC,-1.7220190623872118
2018-08-31,AEP,1.3194258642196255
2018-08-31,FE,1.1359376024025718
2018-08-31,CNP,0.30716287014993976
2018-08-31,PPL,0.047306264030370485
2018-08-31,NRG,0.029343603435806324
2018-08-31,D,-0.2177417081610603
2018-08-31,VST,-0.8702956694837525
2018-08-31,EXC,-1.751138826593501
2018-09-28,AEP,1.3527623928006527
2018-09-28,FE,1.2597114563222973
2018-09-28,CNP,0.3044205349898625
2018-09-28,D,0.17165282356926634
2018-09-28,NRG,-0.02203583391347585
2018-09-28,PPL,-0.5929402745801017
2018-09-28,VST,-1.07917263307708
2018-09-28,EXC,-1.394398466111422
2018-10-31,AEP,1.1802779987445668
2018-10-31,D,0.7561470992930893
2018-10-31,FE,0.7135807020499204
2018-10-31,CNP,0.5264297734932627
2018-10-31,PPL,0.45380275161570144
2018-10-31,NRG,0.08727175044538636
2018-10-31,VST,-0.8135335547681336
2018-10-31,EXC,-1.1718724560582872
2018-10-31,PEG,-1.7321040648155064
2018-11-30,AEP,1.2283257632613767
2018-11-30,D,0.8605527130962273
2018-11-30,FE,0.7746723490405618
2018-11-30,PPL,0.5548756281253266
2018-11-30,CNP,0.39486644626765016
2018-11-30,NRG,-0.22079716084206952
2018-11-30,VST,-0.819299946158959
2018-11-30,EXC,-1.140193873232741
2018-11-30,PEG,-1.6330019195573733
2018-12-31,AEP,1.2043844749503005
2018-12-31,PPL,0.8254924712827317
2018-12-31,FE,0.7413013664238967
2018-12-31,D,0.6315608713329334
2018-12-31,CNP,0.37990644347333974
2018-12-31,NRG,-0.1749233156296457
2018-12-31,VST,-0.7748393636814025
2018-12-31,EXC,-1.1598217596402853
2018-12-31,PEG,-1.673061188511869
2019-01-31,AEP,1.1319472634380292
2019-01-31,PEG,1.0154334146278199
2019-01-31,D,0.7776476110009586
2019-01-31,CNP,0.38236056284958586
2019-01-31,FE,0.2662102572330646
2019-01-31,PPL,-0.2576198934578271
2019-01-31,EXC,-0.608206090209328
2019-01-31,NRG,-0.7360327134923355
2019-01-31,VST,-1.9717404119899677
2019-02-28,AEP,1.1348758188202395
2019-02-28,PEG,0.9858985560851558
2019-02-28,D,0.6957786006630557
2019-02-28,CNP,0.36360104787741704
2019-02-28,PPL,0.014792817692485841
2019-02-28,FE,-0.037455034329100786
2019-02-28,EXC,-0.35752604177667113
2019-02-28,NRG,-0.6670447509081435
2019-02-28,VST,-2.1329210141244386
2019-03-29,AEP,1.0880305025115278
2019-03-29,PEG,0.9953681605498146
2019-03-29,D,0.47500841076671485
2019-03-29,CNP,0.23565863481710975
2019-03-29,NRG,-0.028537301358335664
2019-03-29,PPL,-0.028797245616835984
2019-03-29,FE,-0.032064916654935355
2019-03-29,EXC,-0.38177083655179267
2019-03-29,VST,-2.3228954084632676
2019-04-30,AEP,1.0138607538889524
2019-04-30,PEG,0.9225033233521865
2019-04-30,D,0.5297397789049126
2019-04-30,CNP,0.12971993628118655
2019-04-30,PPL,0.10170083464720192
2019-04-30,FE,0.10062771028120995
2019-04-30,NRG,-0.20100401359966225
2019-04-30,EXC,-0.20537674654463905
2019-04-30,VST,-2.3917715772113493
2019-05-31,NRG,1.3279567844399403
2019-05-31,AEP,1.1708280257527477
2019-05-31,PEG,0.8651646502746534
2019-05-31,PPL,0.009304908511601583
2019-05-31,D,-0.1607583082089963
2019-05-31,EXC,-0.2586526229630202
2019-05-31,CNP,-0.43681338174423634
2019-05-31,FE,-0.6815290817950415
2019-05-31,VST,-1.835500974267649
2019-06-28,NRG,1.2441726717549644
2019-06-28,PEG,1.1160788385617733
2019-06-28,AEP,0.4814350053851609
2019-06-28,D,0.4364512951735967
2019-06-28,PPL,0.18324853875062808
2019-06-28,FE,-0.18190596878026277
2019-06-28,CNP,-0.33195042967289334
2019-06-28,EXC,-1.110925004813696
2019-06-28,VST,-1.8366049463592713
2019-07-31,PEG,1.6524505456549412
2019-07-31,NRG,1.261989706892288
2019-07-31,AEP,0.5934460295212194
2019-07-31,D,0.20198386539493177
2019-07-31,FE,-0.20411031105094282
2019-07-31,PPL,-0.6518080895440411
2019-07-31,EXC,-0.7581180078494766
2019-07-31,CNP,-0.8957717862415654
2019-07-31,VST,-1.2000619527773546
2019-08-30,VST,1.9410651671899972
2019-08-30,NRG,1.2449806891939916
2019-08-30,PEG,0.4497233687512484
2019-08-30,AEP,-0.24589289825605948
2019-08-30,D,-0.3826830713449496
2019-08-30,PPL,-0.679801062418225
2019-08-30,EXC,-0.7274301037475467
2019-08-30,FE,-0.7691187915525226
2019-08-30,CNP,-0.8308432978159332
2019-09-30,VST,1.7546608289468972
2019-09-30,NRG,1.4369871293268672
2019-09-30,PEG,0.5137836849313097
2019-09-30,AEP,-0.17963700202737454
2019-09-30,D,-0.5228568859591937
2019-09-30,PPL,-0.6247885679375794
2019-09-30,FE,-0.7132591365037148
2019-09-30,EXC,-0.8043192018948593
2019-09-30,CNP,-0.8605708488823526
2019-10-31,VST,1.600532235354995
2019-10-31,NRG,1.5071880876677413
2019-10-31,PEG,0.6996930479514324
2019-10-31,AEP,-0.2252716485248666
2019-10-31,FE,-0.6104041056789368
2019-10-31,D,-0.6202434381567915
2019-10-31,CNP,-0.6542673290156973
2019-10-31,EXC,-0.8297370787573489
2019-10-31,PPL,-0.8674897708405269
2019-11-29,NRG,1.6041223425314126
2019-11-29,VST,1.5785137856799405
2019-11-29,PEG,0.5141447470641166
2019-11-29,AEP,-0.11362965033844274
2019-11-29,FE,-0.5607271072020285
2019-11-29,D,-0.5826617969071249
2019-11-29,EXC,-0.7135869159316606
2019-11-29,CNP,-0.8137292629929362
2019-11-29,PPL,-0.9124461419032768
2019-12-31,NRG,1.6113885071419138
2019-12-31,VST,1.59989186968085
2019-12-31,PEG,0.36655535331888833
2019-12-31,AEP,-0.15500928635143763
2019-12-31,D,-0.29911618224458897
2019-12-31,FE,-0.5245197642864686
2019-12-31,EXC,-0.6591680913285805
2019-12-31,CNP,-0.9228685233196373
2019-12-31,PPL,-1.0171538826109392
2020-01-31,VST,1.6611420038494402
2020-01-31,NRG,1.639365550362007
2020-01-31,PEG,0.30381216754339146
2020-01-31,AEP,-0.3042777345845452
2020-01-31,D,-0.354607866986595
2020-01-31,EXC,-0.6011599588488913
2020-01-31,FE,-0.6891266684361509
2020-01-31,CNP,-0.6926499713098482
2020-01-31,PPL,-0.9624975215888086
2020-02-28,VST,1.3458071580782127
2020-02-28,PEG,1.2779867719028
2020-02-28,NRG,1.2046580366673272
2020-02-28,AEP,-0.2311450874182954
2020-02-28,D,-0.2556825741494716
2020-02-28,FE,-0.5219578348586297
2020-02-28,CNP,-0.7350529997110131
2020-02-28,PPL,-1.041700861450969
2020-02-28,EXC,-1.0429126090599612
2020-03-31,PEG,1.68831592414435
2020-03-31,NRG,1.4816735039677633
2020-03-31,VST,0.5562606502081339
2020-03-31,AEP,-0.11560968971749891
2020-03-31,D,-0.6436359822918041
2020-03-31,CNP,-0.6554002722725709
2020-03-31,FE,-0.7063655499258861
2020-03-31,PPL,-0.7908524761228558
2020-03-31,EXC,-0.8143861079896314
2020-04-30,PEG,1.6852908855699003
2020-04-30,NRG,1.4384084400984536
2020-04-30,VST,0.6358722110395834
2020-04-30,AEP,-0.16372218652642065
2020-04-30,CNP,-0.5221705354817254
2020-04-30,D,-0.6953714525473588
