Date,strategy,long_book,short_book,cum_strategy
2023-04-20,-0.0023070020569642925,-0.003095142724017353,0.0007881406670530606,0.5727531676669495
2023-04-21,0.0005024038976347008,0.0006611681989927194,-0.00015876430135801855,0.5735435235107063
2023-04-24,0.0016169783764953213,0.006263688916876564,-0.004646710540381243,0.5760899675803643
2023-04-25,0.0032230880094355828,0.0009110572535567828,0.0023120307558788,0.5811780395037691
2023-04-26,-0.0027472071546222106,-0.013697550399670364,0.010950343245048153,0.5768401771124183
2023-04-27,0.0012387481668451336,0.007596533389843362,-0.00635778522299823,0.5787946953192133
2023-04-28,0.004666223635409169,0.003928736109822809,0.00073748752558636,0.5861789192636702
2023-05-01,0.0009368738697355556,-0.00022123109622651928,0.0011581049659620752,0.5876656651838084
2023-05-02,-0.002232458536244694,-0.006686550852053655,0.004454092315808962,0.5841252208348968
2023-05-03,-0.0026769349489572506,-0.004691397513054333,0.002014462564097083,0.5798902915118265
2023-05-04,0.005972582346565619,0.003953679467449334,0.0020189028791162845,0.5893545512779539
2023-05-05,0.0028075094355450502,0.0062772645527847054,-0.003469755117239655,0.5938229487761295
2023-05-08,0.0019919544601220657,-0.0008058806109307357,0.002797835071052802,0.5970009356593389
2023-05-09,0.008226119898490104,0.007552018548675339,0.0006741013498147645,0.6101922390689773
2023-05-10,-0.00042453098328706495,0.00666284178966063,-0.007087372772947695,0.6095088076536139
2023-05-11,-0.00034518982416580773,-0.008335005020599404,0.007989815196433594,0.6089533174716018
2023-05-12,-0.0036887539604763286,0.0019890125510484344,-0.0056777665115247625,0.6030292175404859
2023-05-15,-0.0024680941134668,-0.008088896966180602,0.005620802852713803,0.5990776689677455
2023-05-16,-0.0009772908469202646,-0.012902818672600038,0.011925527825679775,0.5975156683871059
2023-05-17,0.0021634430275644023,-0.0021011788285687735,0.004264621856133176,0.6009755437934734
2023-05-18,-0.004875159350571952,-0.00555673919255171,0.0006815798419797577,0.5931895273574916
2023-05-19,0.00016892818039082407,0.00037270111857961403,-0.00020377293818878996,0.5934586846988559
2023-05-22,-0.004223994909334952,-0.002613136881344237,-0.0016108580279907152,0.5867421186832671
2023-05-23,0.0036056935214644906,0.000361878264800981,0.003243815256663509,0.5924737515067502
2023-05-24,0.00014236235782619884,-0.0038388315553900664,0.003981193913216266,0.5927004759629222
2023-05-25,0.003591374465090052,-0.0057243492497164586,0.00931572371480651,0.5984307433918263
2023-05-26,0.002103953839680073,0.002536957801019095,-0.0004330039613390222,0.6017973081984482
2023-05-30,-0.0014195560488753497,-0.0028524655488849056,0.0014329095000095555,0.5995250802995233
2023-05-31,0.0018369954579749515,0.007697730065311272,-0.00586073460733632,0.6024661011008252
2023-06-01,0.008093225087501182,-0.0002716444958117759,0.00836486958331296,0.6154878428182533
2023-06-02,-0.0056319665663829895,0.0027306054759853563,-0.008362572042368347,0.6064150421358596
2023-06-05,0.002233867879408974,0.004172803303336644,-0.00193893542392767,0.6100075722243283
2023-06-06,0.0004814694693535108,-0.0013857798146981412,0.0018672492840516523,0.6107829283559569
2023-06-07,0.0003138016083214651,0.012201153437529554,-0.011887351829208088,0.6112884739458928
2023-06-08,-0.009825352672535285,-0.0030722472001925667,-0.00675310547234272,0.5955345172595667
2023-06-09,-0.0027101160523239766,-0.0043498311192209215,0.001639715066896945,0.5912162876470184
2023-06-12,0.001315915373973873,0.0005871495857995358,0.0007287657881743374,0.5933115719292954
2023-06-13,0.0018477924253939722,0.0025064395288457862,-0.0006586471034518142,0.5962584027105411
2023-06-14,-0.00047719549870905834,0.0019201329109653654,-0.0023973284096744235,0.5954968571035102
2023-06-15,0.0003072965728530934,0.006459202153653499,-0.006151905580800404,0.5959872231597416
2023-06-16,0.0036686412014055522,0.0024535757536387386,0.0012150654477668134,0.601853080928276
2023-06-20,0.0007069681696422934,-0.008347674060823795,0.009054642230466089,0.6029859404695699
2023-06-21,0.005504804581107514,0.009503692871047242,-0.003998888289939729,0.6118343969856401
2023-06-22,0.000617592546789363,-0.0022713820487371885,0.002888974595526551,0.6128301613525524
2023-06-23,-0.0017077529715477067,-0.012168659246511126,0.010460906274963419,0.6100781963589226
2023-06-26,-0.0018816206360638115,0.008143603867882772,-0.010025224503946583,0.6070514884500116
2023-06-27,0.0026760639668317356,0.005131479113484589,-0.0024554151466528538,0.6113578204711538
2023-06-28,0.00436590663070813,-0.005937342295392901,0.01030324892610103,0.6184082377967883
2023-06-29,0.002254865062322025,0.003994408487135936,-0.0017395434248139113,0.6220616474136678
2023-06-30,0.0024428716376015966,0.007978716188294337,-0.00553584455069274,0.626028979675344
2023-07-03,-0.0052528914059148816,1.8663182028106427e-08,-0.005252910069096909,0.6175100201952937
2023-07-05,0.0007622608286845605,0.005128628440972225,-0.0043663676122876645,0.6187434547633983
2023-07-06,-0.0002002084831182276,-0.0027346218809954637,0.002534413397877236,0.6184194010319979
2023-07-07,0.003521759674556271,-0.0012405910529611353,0.004762350727517406,0.6241291334664083
2023-07-10,0.0018262742489347761,-0.00047962010981039097,0.002305894358745167,0.6270979487901385
2023-07-11,-0.0036601410813991257,0.0047527236085375575,-0.008412864689936683,0.6211534262762233
2023-07-12,0.0002863805413701127,0.007222457755815665,-0.006936077214445553,0.621617759556919
2023-07-13,-0.0013006155835036622,-0.00013338991186614513,-0.0011672256716375173,0.6195100291989475
2023-07-14,-0.001715974538528816,-0.0031763997637063394,0.0014604252251775233,0.6167333742398937
2023-07-17,0.007060613597165538,-0.0012839127279087744,0.008344526325074313,0.628188897807499
2023-07-18,-0.002788560383228747,-0.004263075913393391,0.0014745155301646444,0.6236549193250911
2023-07-19,-0.005633174531097848,0.005198660141996879,-0.010831834673094728,0.614534300922345
2023-07-20,-0.008299407053002694,0.0034311248558277028,-0.011730531908830395,0.6011900747363632
2023-07-21,-0.0025920374792622308,0.002724655022747524,-0.005316692502009755,0.5970451043312637
2023-07-24,0.0017381059604597573,-0.00042208772132187487,0.002160193681781632,0.5998233516909461
2023-07-25,-0.002477802911520734,0.0003990477329424058,-0.00287685064446314,0.595864211742051
2023-07-26,-0.0031333069107593353,-0.0012267013866965027,-0.0019066055240628326,0.5908717049912586
2023-07-27,0.006116441901788787,-0.0058030319595191535,0.011919473861307942,0.6006319980523684
2023-07-28,0.00795157480236114,0.005529475911014483,0.002422098891346657,0.6134102795181888
2023-07-31,0.0011351897785049166,0.0006118659311876635,0.0005233238473172529,0.6152428463347963
2023-08-01,0.004351730264980231,-0.0028920383793409918,0.007243768644321223,0.622287264100478
2023-08-02,0.0003881997760223565,0.001177485392608622,-0.0007892856165862658,0.6229171579074528
2023-08-03,0.009447216229607567,-0.004029073799424287,0.013476290029031855,0.6383218584171242
2023-08-04,0.005976027654147165,-0.001533580310038139,0.007509607964185304,0.6481418281297471
2023-08-07,0.0009320873024059351,0.0020780922519399144,-0.0011460049495339792,0.6496787563646853
2023-08-08,-0.003531377888557621,-0.001398045931910361,-0.00213333195664726,0.6438633914502094
2023-08-09,0.012516138701217625,0.010265414399052163,0.0022507243021654636,0.664567511199935
2023-08-10,0.0006728482936726613,-0.0013971240449526705,0.0020699723386253316,0.6656878894895906
2023-08-11,-0.004239175518536273,-0.0017052914804432072,-0.0025338840380930657,0.6586416917534503
2023-08-14,0.005364195500097322,-0.00033804851177414593,0.005702244011871468,0.6675628761492798
2023-08-15,0.005112762745933978,-0.005966713493069714,0.011079476239003693,0.6761105620239651
2023-08-16,-0.0034795701882362915,0.0010781978347261692,-0.004557768022962461,0.6702885525994926
2023-08-17,-0.00272886827690932,-0.005729462149147739,0.0030005938722384193,0.6657367685891691
2023-08-18,-0.0038608019891235718,0.0015752613979609631,-0.005436063387084535,0.6593180873612285
2023-08-21,0.007343833698988694,0.0031478772111445622,0.004195956487844134,0.671548698266512
2023-08-22,-0.0014742674714272876,-0.00033611490477853485,-0.0011381525666487528,0.6690862040273406
2023-08-23,0.004676225109623557,0.005387715561964598,-0.0007114904523410402,0.6769095043453763
2023-08-24,-0.0033107811967766996,-0.005640046958910552,0.0023292657621338513,0.6713668042861807
