date,lmp_zscore,congestion_frac_z,reserve_tightness_z,event_flag,gsi
2018-01-01,,,,0.8705505632961241,
2018-01-02,,,,1.0,
2018-01-03,,,,1.0,
2018-01-04,,,,1.0,
2018-01-05,,,,1.0,
2018-01-06,,,,1.0,
2018-01-07,,,,1.0,
2018-01-08,,,,1.0,
2018-01-09,,,,0.8705505632961241,
2018-01-10,,,,0.7578582832551991,
2018-01-11,,,,0.6597539553864472,
2018-01-12,,,,0.5743491774985175,
2018-01-13,,,,0.5,
2018-01-14,,,,0.4352752816480621,
2018-01-15,,,,0.37892914162759955,
2018-01-16,,,,0.3298769776932236,
2018-01-17,,,,0.2871745887492588,
2018-01-18,,,,0.25,
2018-01-19,,,,0.21763764082403103,
2018-01-20,-1.3605332769756517,-1.3512497551121045,-1.4322068675192692,0.1894645708137998,0.25867516511004657
2018-01-21,-1.3472137400626345,-1.5161229580406408,-2.2211830443314575,0.16493848884661183,0.22271529926007422
2018-01-22,-1.3003414531374722,-1.2454958442893334,-1.7311223012631818,0.14358729437462942,0.25024892705953466
2018-01-23,-1.1856756696742088,-0.9580954405008757,-1.3501584053795896,0.12500000000000003,0.2797790318215299
2018-01-24,-1.0225003282578013,-0.9038508514778124,-0.6922943396070464,0.10881882041201553,0.3124192043794719
2018-01-25,-0.8925380470412844,-0.46772873949494287,-0.5439874244447649,0.09473228540689989,0.3420856947145013
2018-01-26,-0.845219571870751,-0.29473118264485615,-0.3398485986557612,0.0824692444233059,0.3574136626400514
2018-01-27,-1.013515525777045,-0.7711976771546354,-1.3124574364076416,0.0717936471873147,0.2923195275979297
2018-01-28,-0.9534088655334192,-1.1084522388560518,-1.7724212911765496,0.0625,0.26554818930621826
2018-01-29,-0.8451222322277776,-1.180889426302843,-0.6325479090941802,0.054409410206007765,0.3065312729832916
2018-01-30,-0.7301254179299109,-0.9271431537896605,0.12665574772496488,0.047366142703449944,0.34902078705978645
2018-01-31,-0.7696750287673273,-0.5200450103602129,0.14612137663740285,0.04123462221165295,0.3630756952034973
2018-02-01,-0.831596152569021,-0.4698727615699167,-0.7663599143116542,0.03589682359365736,0.32982141782531227
2018-02-02,-0.26668637862500083,-0.6660177375730605,0.2442523052118037,0.03125,0.39229941253318257
2018-02-03,-0.33134104108317436,-0.6673437805612771,0.238912363264402,0.027204705103003893,0.38714905761199914
2018-02-04,-0.9120946210212401,-1.1661370825171622,-0.7407346442072864,0.02368307135172497,0.2944659527228847
2018-02-05,-0.7709786668718774,-0.8835216946150387,-0.05903322450150568,0.020617311105826482,0.337912840782072
2018-02-06,-0.7860066037440164,-0.8408699334499755,-0.026816253961301637,0.017948411796828663,0.3393616991607975
2018-02-07,-0.8399563306031153,-0.12403020092895739,-0.30423071053497197,0.015625000000000007,0.35603771256992
2018-02-08,-0.7583706733176069,-0.14795839183668952,-0.06582332866609156,0.013602352551501933,0.3681232640461531
2018-02-09,-0.7730316662532335,-0.8889489230762365,-0.02199736863996822,0.01184153567586249,0.337468001851655
2018-02-10,-0.8683013334129089,-0.8455075733490321,-1.0104699510363269,0.01030865555291324,0.29974772884798917
2018-02-11,-0.8790491106902266,-0.6017377505981485,-1.6364311022113809,0.008974205898414338,0.28812274715677816
2018-02-12,-0.808123800607766,-0.545562080449158,-0.8430626884548907,0.007812500000000002,0.321463111992271
2018-02-13,-0.7031296024700112,-0.8873240100686929,-0.37055663148926754,0.0068011762757509715,0.32982114814085745
2018-02-14,-0.7881396811525709,-0.9287433445413793,-0.6892689133632356,0.005920767837931244,0.3116721999641863
2018-02-15,-0.838194774749619,-0.47876030376490514,-1.379832451719305,0.00515432777645662,0.30395073646897935
2018-02-16,-0.7481368160050603,-0.37029204751436795,-1.4936677432593948,0.004487102949207169,0.3105795176202985
2018-02-17,-0.753177860169043,-0.3279076426658437,-1.095946843569457,0.003906250000000001,0.3251797002586718
2018-02-18,-0.7785552766642833,0.2592215358142197,-1.1070539530279424,0.0034005881378754853,0.34750550200105684
2018-02-19,-0.7635796815340145,0.4238404931250856,-1.280101138226725,0.0029603839189656215,0.34952872809156493
2018-02-20,-0.7435412802665017,0.022645576024667866,-1.292218107312741,0.0025771638882283094,0.33368678465607066
2018-02-21,-0.6608741205218961,0.5029021405601761,-1.4009312671031264,0.002243551474603584,0.35553480497296724
2018-02-22,-0.6712424093854102,-0.5152667703462471,-1.179598450737863,0.001953125,0.3197540776686169
2018-02-23,-0.697022831862359,-0.8235963980604112,-1.1495360779184483,0.0017002940689377426,0.306152469469718
2018-02-24,-0.7218446410215391,-0.21427096726717107,-1.4406847143863981,0.0014801919594828095,0.3201482719434744
2018-02-25,-0.694703542109606,-0.08230453584123644,-1.7917192197478697,0.0012885819441141558,0.3157263881659962
2018-02-26,-0.6488424308079195,0.4680356115135984,-1.2582289868184922,0.001121775737301792,0.3594726218925175
2018-02-27,-0.6388057241317736,0.17052026830940015,-0.757615645350994,0.0009765625,0.3644105924340736
2018-02-28,-0.6829049461648105,-0.10197467660539718,-1.2486046416568193,0.000850147034468872,0.3337314260637308
2018-03-01,-0.5938896275024237,0.15946260707144252,-1.1015908721426078,0.0007400959797414059,0.3554429521200228
2018-03-02,-0.5630259842524638,-0.1638476763450213,-0.8788789645521482,0.0006442909720570772,0.3514386260295302
2018-03-03,-0.6052540581050839,1.7998026134765344,-0.9100444758312887,0.0005608878686508959,0.429390822340438
2018-03-04,-0.575603279650425,0.20503118097719217,-1.3570152912381206,0.0004882812500000004,0.350008813043584
2018-03-05,-0.5639137049601457,0.9293449292787302,-0.4439510336581738,0.0004882812500000004,0.41140333278816493
2018-03-06,-0.5653568589576374,1.9476708348612344,-0.5238717818210775,0.0005608878686508959,0.4510842346416373
2018-03-07,-0.46095460763484253,0.7007696559979342,-0.5297054375492812,0.0006442909720570772,0.40590822421842365
2018-03-08,-0.5002122055811825,1.1823701325060478,-0.2650051855395445,0.0007400959797414059,0.4321954500279829
2018-03-09,-0.5221060800716657,0.6187049475571382,-0.1315971948125336,0.000850147034468872,0.4117132497048556
2018-03-10,-0.537750371091351,0.9984305472489977,-0.5485542671154491,0.0009765625,0.4126125902004365
2018-03-11,-0.4766280356963113,0.5869267831277795,-1.2448000572155058,0.001121775737301792,0.3763550113706484
2018-03-12,-0.33236505790477033,0.3281030715639306,-0.29499811919680896,0.0012885819441141558,0.40687330743990263
2018-03-13,-0.42459663372376105,1.1479956144463688,-0.04635414878698272,0.0014801919594828095,0.4432035988547043
2018-03-14,-0.4723776620650226,1.6417845249183458,0.11416859999606177,0.0017002940689377426,0.4659765085108056
2018-03-15,-0.4858532778169322,0.6294307791477249,-0.03324822326413216,0.001953125,0.41802075858455534
2018-03-16,-0.49279384627995027,0.029887209286655805,-0.22046336741517628,0.002243551474603584,0.38638013110896535
2018-03-17,-0.514832780042504,-0.18517712989288157,-0.8407971202863558,0.0025771638882283094,0.35532210482531873
2018-03-18,-0.5415731488591107,0.466668585219727,-1.4276978996771743,0.0029603839189656215,0.36119377539215364
2018-03-19,-0.4645921140841953,1.0828280302869127,-0.5927870244169859,0.0034005881378754853,0.4198955477297902
2018-03-20,-0.27615943958357236,-0.10285929206438975,-0.2470949304701372,0.003906250000000001,0.39465300667607445
2018-03-21,-0.29677711942921076,0.6353022554353053,-0.0592675927832233,0.004487102949207169,0.4303832650307973
2018-03-22,-0.3525742128204875,2.5011406851127576,-0.11110402677535414,0.00515432777645662,0.5027789292989558
2018-03-23,-0.44498879521931234,1.4861998652044774,-0.1817866520222681,0.005920767837931244,0.4520876348105133
2018-03-24,-0.5366351214380727,2.219335747961039,-1.0635468933889058,0.0068011762757509715,0.44726526139757095
2018-03-25,-0.5624564342179091,0.8942707491120343,-1.3276116796679216,0.007812500000000002,0.3816823379428768
2018-03-26,-0.3442491989794059,1.7396002676336244,-0.29505525985523945,0.008974205898414338,0.46604435344236145
2018-03-27,-0.3684212143058507,0.6177245390694652,-0.6054144345277762,0.01030865555291324,0.4075429253561822
2018-03-28,-0.484036271636936,0.032843463598827206,-0.8957216107694831,0.01184153567586249,0.3660182361998853
2018-03-29,-0.519159325383084,-0.013470729772553442,-1.3340906314749184,0.013602352551501933,0.3473987630674994
2018-03-30,-0.5740496860585139,0.2793586788335522,-1.522197073390485,0.015625000000000007,0.3499738134344809
2018-03-31,-0.5684166555736595,-0.24437884709031207,-1.7883966910724107,0.017948411796828663,0.32000214306677033
2018-04-01,-0.4878784621269223,-1.3923903318827566,-2.192414220923723,0.020617311105826482,0.2644706279981735
2018-04-02,-0.30526775486743774,-1.3964780536405776,-0.9395832624572964,0.02368307135172497,0.31869524939466226
2018-04-03,-0.29098638945849165,-1.2582340388998299,-0.8589907523633319,0.027204705103003893,0.3286221697686139
2018-04-04,-0.32846740535991875,-0.3635502329540582,-1.0020877687288592,0.03125,0.3592388209786244
2018-04-05,-0.2422447122024915,1.5590433459954778,-0.33519465782402047,0.03589682359365736,0.4680218602145601
2018-04-06,-0.2614899539505459,-0.6982038672271441,-0.7394265027379763,0.04123462221165295,0.36001315184264804
