date,ticker,factor_score
2018-04-30,NRG,0.0
2018-05-31,NRG,0.0
2018-06-29,VST,1.6302044086861607
2018-06-29,CNP,0.3764713867755627
2018-06-29,AEP,0.35230177187583694
2018-06-29,NRG,-0.49794392358401734
2018-06-29,FE,-0.7103860882806929
2018-06-29,D,-1.1506475554728504
2018-07-31,AEP,1.4553682825898797
2018-07-31,FE,0.918236002985796
2018-07-31,CNP,0.5332387261259474
2018-07-31,NRG,0.2319627103059626
2018-07-31,D,-0.3310001251463564
2018-07-31,PPL,-0.43578030561535075
2018-07-31,VST,-0.64385122220968
2018-07-31,EXC,-1.728174069036198
2018-08-31,AEP,1.4553682825898797
2018-08-31,FE,0.918236002985796
2018-08-31,CNP,0.5332387261259474
2018-08-31,NRG,0.2319627103059626
2018-08-31,D,-0.3310001251463564
2018-08-31,PPL,-0.43578030561535075
2018-08-31,VST,-0.64385122220968
2018-08-31,EXC,-1.728174069036198
2018-09-28,AEP,1.51852971797192
2018-09-28,FE,1.067502103139898
2018-09-28,CNP,0.5035369812064411
2018-09-28,NRG,0.12674914251897546
2018-09-28,D,-0.08707456450291602
2018-09-28,VST,-0.9685788006191021
2018-09-28,PPL,-1.0306868819826216
2018-09-28,EXC,-1.129977697732595
2018-10-31,AEP,1.475392749129826
2018-10-31,CNP,0.563729883315532
2018-10-31,D,0.5065538736806449
2018-10-31,FE,0.26627712695491523
2018-10-31,PPL,0.16558582699785138
2018-10-31,NRG,-0.10459523055574928
2018-10-31,VST,-1.356906362519807
2018-10-31,EXC,-1.5160378670032135
2018-11-30,AEP,1.4865296761463092
2018-11-30,D,0.6856511610231355
2018-11-30,FE,0.3683698192762109
2018-11-30,PPL,0.3502771962784135
2018-11-30,CNP,0.34632619524196945
2018-11-30,NRG,-0.5447620317809777
2018-11-30,VST,-1.244887863927625
2018-11-30,EXC,-1.447504152257436
2018-12-31,AEP,1.4865296761463092
2018-12-31,D,0.6856511610231355
2018-12-31,FE,0.3683698192762109
2018-12-31,PPL,0.3502771962784135
2018-12-31,CNP,0.34632619524196945
2018-12-31,NRG,-0.5447620317809777
2018-12-31,VST,-1.244887863927625
2018-12-31,EXC,-1.447504152257436
2019-01-31,AEP,1.2014904139270601
2019-01-31,D,0.9405881505882678
2019-01-31,CNP,0.5675775792729107
2019-01-31,FE,0.21938622217073586
2019-01-31,EXC,0.16008889696900988
2019-01-31,PPL,-0.5539485559675069
2019-01-31,NRG,-0.6530277046953017
2019-01-31,VST,-1.8821550022651758
2019-02-28,AEP,1.2315048618810804
2019-02-28,D,0.9138179804748441
2019-02-28,CNP,0.6174801386364649
2019-02-28,EXC,0.17753399796618496
2019-02-28,FE,0.01420602350385424
2019-02-28,NRG,-0.48561883165477543
2019-02-28,PPL,-0.5446390318897019
2019-02-28,VST,-1.9242851389179516
2019-03-29,AEP,1.1113123285372675
2019-03-29,D,0.710567088966058
2019-03-29,CNP,0.4998312901001415
2019-03-29,EXC,0.15427328797402173
2019-03-29,NRG,0.13720668760502214
2019-03-29,FE,0.04135757223920761
2019-03-29,PPL,-0.4779807712999005
2019-03-29,VST,-2.176567484121818
2019-04-30,AEP,1.0191860911883326
2019-04-30,D,0.6954632397294289
2019-04-30,CNP,0.5011990057712339
2019-04-30,EXC,0.22078576527816954
2019-04-30,FE,0.15007112640669376
2019-04-30,NRG,-0.052226987729671624
2019-04-30,PPL,-0.2821998269941479
2019-04-30,VST,-2.2522784136500396
2019-05-31,NRG,1.395738897321829
2019-05-31,AEP,1.2918967084437596
2019-05-31,EXC,0.1209517828454347
2019-05-31,CNP,0.006088152362360273
2019-05-31,D,-0.12219512644214321
2019-05-31,PPL,-0.3941855145132824
2019-05-31,FE,-0.6214847578751892
2019-05-31,VST,-1.676810142142769
2019-06-28,NRG,1.404692757850505
2019-06-28,AEP,0.695159553987765
2019-06-28,D,0.6337025418283849
2019-06-28,CNP,-0.019531676900849393
2019-06-28,PPL,-0.2220517403563344
2019-06-28,FE,-0.23152941057523738
2019-06-28,EXC,-0.268850264289043
2019-06-28,VST,-1.9915917615451908
2019-07-31,NRG,1.5157349447806698
2019-07-31,AEP,0.8325271565602638
2019-07-31,EXC,0.5760698287716672
2019-07-31,D,0.2512777062143538
2019-07-31,CNP,-0.26867001149382014
2019-07-31,FE,-0.28247589623756864
2019-07-31,PPL,-1.2158782470567093
2019-07-31,VST,-1.408585481538857
2019-08-30,NRG,2.0364998004096533
2019-08-30,D,0.41106238386455907
2019-08-30,EXC,0.37579696920893285
2019-08-30,CNP,-0.1501526001870551
2019-08-30,PPL,-0.3900263921386381
2019-08-30,VST,-0.421813918352511
2019-08-30,FE,-0.45238541030299034
2019-08-30,AEP,-1.4089808325019508
2019-09-30,NRG,2.258203084859549
2019-09-30,D,0.072441556671221
2019-09-30,VST,-0.0023932752474476386
2019-09-30,EXC,-0.03561261798569031
2019-09-30,CNP,-0.18579329553452326
2019-09-30,FE,-0.3922770010712661
2019-09-30,PPL,-0.5139737395014631
2019-09-30,AEP,-1.2005947121903793
2019-10-31,NRG,2.0611401652869117
2019-10-31,VST,0.45373576774788715
2019-10-31,CNP,0.14418127035910897
2019-10-31,EXC,-0.12220788421193096
2019-10-31,D,-0.13046367934750247
2019-10-31,FE,-0.254869139880736
2019-10-31,PPL,-0.8374187950577044
2019-10-31,AEP,-1.3140977048960338
2019-11-29,NRG,2.095652077679652
2019-11-29,VST,0.6976726880505155
2019-11-29,EXC,-0.1362852261145079
2019-11-29,D,-0.20138917573057794
2019-11-29,CNP,-0.21197596114596143
2019-11-29,FE,-0.27239846759458647
2019-11-29,PPL,-0.9741317254578263
2019-11-29,AEP,-0.9971442096867071
2019-12-31,NRG,2.0207659473376944
2019-12-31,VST,0.9169634776437607
2019-12-31,D,-0.04173692350732082
2019-12-31,EXC,-0.262383689663608
2019-12-31,FE,-0.30449872709665254
2019-12-31,CNP,-0.5433518724000076
2019-12-31,AEP,-0.786392330228599
2019-12-31,PPL,-0.9993658820852676
2020-01-31,NRG,1.937430403043952
2020-01-31,VST,1.0761524503563373
2020-01-31,D,-0.12825242765544048
2020-01-31,CNP,-0.2540046114936744
2020-01-31,EXC,-0.3187384032493227
2020-01-31,FE,-0.49910238705708027
2020-01-31,AEP,-0.8285409116516548
2020-01-31,PPL,-0.9849441122931165
2020-02-28,NRG,1.972316533752953
2020-02-28,VST,0.6067632503436517
2020-02-28,CNP,0.18501436428518703
2020-02-28,D,0.18191951181481064
2020-02-28,FE,-0.19559651372920664
2020-02-28,EXC,-0.6684389028111862
2020-02-28,PPL,-0.9358807053168322
2020-02-28,AEP,-1.1460975383393772
2020-03-31,NRG,2.344518506779389
2020-03-31,VST,0.3325542094447166
2020-03-31,CNP,-0.06353862629752258
2020-03-31,D,-0.43483969062833405
2020-03-31,EXC,-0.4680421987196371
2020-03-31,FE,-0.5190043049157684
2020-03-31,AEP,-0.5726222921818214
2020-03-31,PPL,-0.6190256034810229
2020-04-30,NRG,2.1525471234548905
2020-04-30,VST,0.6691332092179825
2020-04-30,CNP,0.2289561402027983
2020-04-30,D,-0.5592607054982912
2020-04-30,PPL,-0.5892680892107058
2020-04-30,FE,-0.6211630687623173
2020-04-30,EXC,-0.632784859111675
2020-04-30,AEP,-0.648159750292682
2020-05-29,NRG,2.0010211078282656
2020-05-29,VST,0.747869171578359
2020-05-29,CNP,0.4685365864944115
2020-05-29,PPL,-0.3850828664794321
2020-05-29,AEP,-0.5255191727803146
2020-05-29,EXC,-0.6786563496768641
2020-05-29,FE,-0.7567268297112989
2020-05-29,D,-0.8714416472531266
2020-06-30,NRG,2.040714000060959
2020-06-30,CNP,0.8170591960025784
2020-06-30,VST,0.14551612318034773
2020-06-30,PPL,-0.13037342606043476
2020-06-30,EXC,-0.533033713018501
2020-06-30,AEP,-0.6652318549647628
2020-06-30,FE,-0.8167916298554573
2020-06-30,D,-0.8578586953447298
2020-07-31,NRG,1.407393024307157
